timestamp,experiment,backend,job_id,shots,count_00,count_01,count_10,count_11,p00,p01,p10,p11,bell_fidelity_proxy,error_probability,sample_index,true_label,ideal_probability,hardware_probability,probability_shift,absolute_probability_shift,ideal_prediction,hardware_prediction,prediction_changed,hardware_correct,counts
2026-09-18T12:02:29,Bell-state hardware validation,ibm_marrakesh,damcmu8pqrnc7397b1m0,1024,499.0,10.0,6.0,509.0,0.4873046875,0.009765625,0.005859375,0.4970703125,0.984375,0.015625,,,,,,,,,,,
,,ibm_fez,damh3uv8gn2s739le79g,1024,,,,,,,,,,,0.0,1.0,0.9951171875,0.9306640625,-0.064453125,0.064453125,1.0,1.0,False,True,"{'0000': 4, '0001': 50, '0010': 8, '0011': 14, '0100': 13, '0101': 172, '0110': 8, '0111': 30, '1000': 17, '1001': 407, '1010': 10, '1011': 47, '1100': 6, '1101': 163, '1110': 5, '1111': 70}"
